gem_name,gem_type,vaal_gem,type_origin,type_target
Frost Blades,skill,no,Superior,Divergent
Frost Blades,skill,no,Anomalous,Superior
Frost Blades,skill,no,Anomalous,Divergent
Frost Blades,skill,no,Divergent,Superior
Frost Blades,skill,no,Divergent,Anomalous
Frost Bomb,skill,no,Superior,Anomalous
Frost Bomb,skill,no,Superior,Divergent
Frost Bomb,skill,no,Superior,Phantasmal
Frost Bomb,skill,no,Anomalous,Superior
Frost Bomb,skill,no,Anomalous,Divergent
Frost Bomb,skill,no,Anomalous,Phantasmal
Frost Bomb,skill,no,Divergent,Superior
Frost Bomb,skill,no,Divergent,Anomalous
Frost Bomb,skill,no,Divergent,Phantasmal
Frost Bomb,skill,no,Phantasmal,Superior
Frost Bomb,skill,no,Phantasmal,Anomalous
Frost Bomb,skill,no,Phantasmal,Divergent
Frost Shield,skill,no,Superior,Anomalous
Frost Shield,skill,no,Superior,Divergent
Frost Shield,skill,no,Superior,Phantasmal
Frost Shield,skill,no,Anomalous,Superior
Frost Shield,skill,no,Anomalous,Divergent
Frost Shield,skill,no,Anomalous,Phantasmal
Frost Shield,skill,no,Divergent,Superior
Frost Shield,skill,no,Divergent,Anomalous
Frost Shield,skill,no,Divergent,Phantasmal
Frost Shield,skill,no,Phantasmal,Superior
Frost Shield,skill,no,Phantasmal,Anomalous
Frost Shield,skill,no,Phantasmal,Divergent
Frost Wall,skill,no,Superior,Anomalous
Frost Wall,skill,no,Superior,Divergent
Frost Wall,skill,no,Anomalous,Superior
Frost Wall,skill,no,Anomalous,Divergent
Frost Wall,skill,no,Divergent,Superior
Frost Wall,skill,no,Divergent,Anomalous
Frostbite,skill,no,Superior,Anomalous
Frostbite,skill,no,Superior,Divergent
Frostbite,skill,no,Anomalous,Superior
Frostbite,skill,no,Anomalous,Divergent
Frostbite,skill,no,Divergent,Superior
Frostbite,skill,no,Divergent,Anomalous
Frostblink,skill,no,Superior,Anomalous
Frostblink,skill,no,Superior,Divergent
Frostblink,skill,no,Anomalous,Superior
Frostblink,skill,no,Anomalous,Divergent
Frostblink,skill,no,Divergent,Superior
Frostblink,skill,no,Divergent,Anomalous
Frostbolt,skill,no,Superior,Anomalous
Frostbolt,skill,no,Superior,Divergent
Frostbolt,skill,no,Superior,Phantasmal
Frostbolt,skill,no,Anomalous,Superior
Frostbolt,skill,no,Anomalous,Divergent
Frostbolt,skill,no,Anomalous,Phantasmal
Frostbolt,skill,no,Divergent,Superior
Frostbolt,skill,no,Divergent,Anomalous
Frostbolt,skill,no,Divergent,Phantasmal
Frostbolt,skill,no,Phantasmal,Superior
Frostbolt,skill,no,Phantasmal,Anomalous
Frostbolt,skill,no,Phantasmal,Divergent
Frozen Legion,skill,no,Anomalous,Divergent
Frozen Legion,skill,no,Anomalous,Superior
Frozen Legion,skill,no,Divergent,Anomalous
Frozen Legion,skill,no,Divergent,Superior
Frozen Legion,skill,no,Superior,Anomalous
Frozen Legion,skill,no,Superior,Divergent
Galvanic Arrow,skill,no,Superior,Anomalous
Galvanic Arrow,skill,no,Superior,Divergent
Galvanic Arrow,skill,no,Anomalous,Superior
Galvanic Arrow,skill,no,Anomalous,Divergent
Galvanic Arrow,skill,no,Divergent,Superior
Galvanic Arrow,skill,no,Divergent,Anomalous
Galvanic Field,skill,no,Superior,Anomalous
Galvanic Field,skill,no,Superior,Divergent
Galvanic Field,skill,no,Superior,Phantasmal
Galvanic Field,skill,no,Anomalous,Superior
Galvanic Field,skill,no,Anomalous,Divergent
Galvanic Field,skill,no,Anomalous,Phantasmal
Galvanic Field,skill,no,Divergent,Superior
Galvanic Field,skill,no,Divergent,Anomalous
Galvanic Field,skill,no,Divergent,Phantasmal
Galvanic Field,skill,no,Phantasmal,Superior
Galvanic Field,skill,no,Phantasmal,Anomalous
Galvanic Field,skill,no,Phantasmal,Divergent
General's Cry,skill,no,Superior,Anomalous
General's Cry,skill,no,Superior,Divergent
General's Cry,skill,no,Anomalous,Superior
General's Cry,skill,no,Anomalous,Divergent
General's Cry,skill,no,Divergent,Superior
General's Cry,skill,no,Divergent,Anomalous
Generosity Support,support,no,Superior,Anomalous
Generosity Support,support,no,Superior,Divergent
Generosity Support,support,no,Anomalous,Superior
Generosity Support,support,no,Anomalous,Divergent
Generosity Support,support,no,Divergent,Superior
Generosity Support,support,no,Divergent,Anomalous
Glacial Cascade,skill,no,Superior,Anomalous
Glacial Cascade,skill,no,Superior,Divergent
Glacial Cascade,skill,no,Anomalous,Superior
Glacial Cascade,skill,no,Anomalous,Divergent
Glacial Cascade,skill,no,Divergent,Superior
Glacial Cascade,skill,no,Divergent,Anomalous
Glacial Hammer,skill,no,Superior,Anomalous
Glacial Hammer,skill,no,Superior,Divergent
Glacial Hammer,skill,no,Anomalous,Superior
Glacial Hammer,skill,no,Anomalous,Divergent
Glacial Hammer,skill,no,Divergent,Superior
Glacial Hammer,skill,no,Divergent,Anomalous
Grace,skill,no,Superior,Anomalous
Grace,skill,no,Superior,Divergent
Grace,skill,no,Anomalous,Superior
Grace,skill,no,Anomalous,Divergent
Grace,skill,no,Divergent,Superior
Grace,skill,no,Divergent,Anomalous
Greater Multiple Projectiles Support,support,no,Superior,Anomalous
Greater Multiple Projectiles Support,support,no,Superior,Divergent
Greater Multiple Projectiles Support,support,no,Anomalous,Superior
Greater Multiple Projectiles Support,support,no,Anomalous,Divergent
Greater Multiple Projectiles Support,support,no,Divergent,Superior
Greater Multiple Projectiles Support,support,no,Divergent,Anomalous
Greater Volley Support,support,no,Superior,Anomalous
Greater Volley Support,support,no,Superior,Divergent
Greater Volley Support,support,no,Anomalous,Superior
Greater Volley Support,support,no,Anomalous,Divergent
Greater Volley Support,support,no,Divergent,Superior
Greater Volley Support,support,no,Divergent,Anomalous
Ground Slam,skill,no,Superior,Anomalous
Ground Slam,skill,no,Superior,Divergent
Ground Slam,skill,no,Anomalous,Superior
Ground Slam,skill,no,Anomalous,Divergent
Ground Slam,skill,no,Divergent,Superior
Ground Slam,skill,no,Divergent,Anomalous
Haste,skill,no,Superior,Anomalous
Haste,skill,no,Superior,Divergent
Haste,skill,no,Superior,Phantasmal
Haste,skill,no,Anomalous,Superior
Haste,skill,no,Anomalous,Divergent
Haste,skill,no,Anomalous,Phantasmal
Haste,skill,no,Divergent,Superior
Haste,skill,no,Divergent,Anomalous
Haste,skill,no,Divergent,Phantasmal
Haste,skill,no,Phantasmal,Superior
Haste,skill,no,Phantasmal,Anomalous
Haste,skill,no,Phantasmal,Divergent
Hatred,skill,no,Superior,Anomalous
Hatred,skill,no,Superior,Divergent
Hatred,skill,no,Anomalous,Superior
Hatred,skill,no,Anomalous,Divergent
Hatred,skill,no,Divergent,Superior
Hatred,skill,no,Divergent,Anomalous
Heavy Strike,skill,no,Superior,Anomalous
Heavy Strike,skill,no,Superior,Divergent
Heavy Strike,skill,no,Anomalous,Superior
Heavy Strike,skill,no,Anomalous,Divergent
Heavy Strike,skill,no,Divergent,Superior
Heavy Strike,skill,no,Divergent,Anomalous
Herald of Agony,skill,no,Superior,Anomalous
Herald of Agony,skill,no,Superior,Divergent
Herald of Agony,skill,no,Anomalous,Superior
Herald of Agony,skill,no,Anomalous,Divergent
Herald of Agony,skill,no,Divergent,Superior
Herald of Agony,skill,no,Divergent,Anomalous
Herald of Ash,skill,no,Superior,Anomalous
Herald of Ash,skill,no,Superior,Divergent
Herald of Ash,skill,no,Anomalous,Superior
Herald of Ash,skill,no,Anomalous,Divergent
Herald of Ash,skill,no,Divergent,Superior
Herald of Ash,skill,no,Divergent,Anomalous
Herald of Ice,skill,no,Superior,Anomalous
Herald of Ice,skill,no,Superior,Divergent
Herald of Ice,skill,no,Anomalous,Superior
Herald of Ice,skill,no,Anomalous,Divergent
Herald of Ice,skill,no,Divergent,Superior
Herald of Ice,skill,no,Divergent,Anomalous
Herald of Purity,skill,no,Superior,Anomalous
Herald of Purity,skill,no,Superior,Divergent
Herald of Purity,skill,no,Anomalous,Superior
Herald of Purity,skill,no,Anomalous,Divergent
Herald of Purity,skill,no,Divergent,Superior
Herald of Purity,skill,no,Divergent,Anomalous
Herald of Thunder,skill,no,Superior,Anomalous
Herald of Thunder,skill,no,Superior,Divergent
Herald of Thunder,skill,no,Anomalous,Superior
Herald of Thunder,skill,no,Anomalous,Divergent
Herald of Thunder,skill,no,Divergent,Superior
Herald of Thunder,skill,no,Divergent,Anomalous
Hex Bloom Support,support,no,Superior,Anomalous
Hex Bloom Support,support,no,Superior,Divergent
Hex Bloom Support,support,no,Anomalous,Superior
Hex Bloom Support,support,no,Anomalous,Divergent
Hex Bloom Support,support,no,Divergent,Superior
Hex Bloom Support,support,no,Divergent,Anomalous
Hexblast,skill,no,Superior,Anomalous
Hexblast,skill,no,Superior,Divergent
Hexblast,skill,no,Superior,Phantasmal
Hexblast,skill,no,Anomalous,Superior
Hexblast,skill,no,Anomalous,Divergent
Hexblast,skill,no,Anomalous,Phantasmal
Hexblast,skill,no,Divergent,Superior
Hexblast,skill,no,Divergent,Anomalous
Hexblast,skill,no,Divergent,Phantasmal
Hexblast,skill,no,Phantasmal,Superior
Hexblast,skill,no,Phantasmal,Anomalous
Hexblast,skill,no,Phantasmal,Divergent
Hextouch Support,support,no,Anomalous,Superior
Hextouch Support,support,no,Anomalous,Divergent
Hextouch Support,support,no,Superior,Anomalous
Hextouch Support,support,no,Superior,Divergent
Hextouch Support,support,no,Divergent,Anomalous
Hextouch Support,support,no,Divergent,Superior
High-Impact Mine Support,support,no,Superior,Anomalous
High-Impact Mine Support,support,no,Superior,Divergent
High-Impact Mine Support,support,no,Anomalous,Superior
High-Impact Mine Support,support,no,Anomalous,Divergent
High-Impact Mine Support,support,no,Divergent,Superior
High-Impact Mine Support,support,no,Divergent,Anomalous
Holy Flame Totem,skill,no,Superior,Anomalous
Holy Flame Totem,skill,no,Superior,Divergent
Holy Flame Totem,skill,no,Superior,Phantasmal
Holy Flame Totem,skill,no,Anomalous,Superior
Holy Flame Totem,skill,no,Anomalous,Divergent
Holy Flame Totem,skill,no,Anomalous,Phantasmal
Holy Flame Totem,skill,no,Divergent,Superior
Holy Flame Totem,skill,no,Divergent,Anomalous
Holy Flame Totem,skill,no,Divergent,Phantasmal
Holy Flame Totem,skill,no,Phantasmal,Superior
Holy Flame Totem,skill,no,Phantasmal,Anomalous
Holy Flame Totem,skill,no,Phantasmal,Divergent
Hydrosphere,skill,no,Superior,Anomalous
Hydrosphere,skill,no,Superior,Divergent
Hydrosphere,skill,no,Anomalous,Superior
Hydrosphere,skill,no,Anomalous,Divergent
Hydrosphere,skill,no,Divergent,Superior
Hydrosphere,skill,no,Divergent,Anomalous
Hypothermia Support,support,no,Superior,Anomalous
Hypothermia Support,support,no,Superior,Divergent
Hypothermia Support,support,no,Anomalous,Superior
Hypothermia Support,support,no,Anomalous,Divergent
Hypothermia Support,support,no,Divergent,Superior
Hypothermia Support,support,no,Divergent,Anomalous
Ice Bite Support,support,no,Superior,Anomalous
Ice Bite Support,support,no,Superior,Divergent
Ice Bite Support,support,no,Anomalous,Superior
Ice Bite Support,support,no,Anomalous,Divergent
Ice Bite Support,support,no,Divergent,Superior
Ice Bite Support,support,no,Divergent,Anomalous
Ice Crash,skill,no,Superior,Anomalous
Ice Crash,skill,no,Superior,Divergent
Ice Crash,skill,no,Superior,Phantasmal
Ice Crash,skill,no,Anomalous,Superior
Ice Crash,skill,no,Anomalous,Divergent
Ice Crash,skill,no,Anomalous,Phantasmal
Ice Crash,skill,no,Divergent,Superior
Ice Crash,skill,no,Divergent,Anomalous
Ice Crash,skill,no,Divergent,Phantasmal
Ice Crash,skill,no,Phantasmal,Superior
Ice Crash,skill,no,Phantasmal,Anomalous
Ice Crash,skill,no,Phantasmal,Divergent
Ice Nova,skill,no,Superior,Anomalous
Ice Nova,skill,no,Superior,Divergent
Ice Nova,skill,no,Superior,Phantasmal
Ice Nova,skill,no,Anomalous,Superior
Ice Nova,skill,no,Anomalous,Divergent
Ice Nova,skill,no,Anomalous,Phantasmal
Ice Nova,skill,no,Divergent,Superior
Ice Nova,skill,no,Divergent,Anomalous
Ice Nova,skill,no,Divergent,Phantasmal
Ice Nova,skill,no,Phantasmal,Superior
Ice Nova,skill,no,Phantasmal,Anomalous
Ice Nova,skill,no,Phantasmal,Divergent
Ice Shot,skill,no,Superior,Anomalous
Ice Shot,skill,no,Superior,Divergent
Ice Shot,skill,no,Anomalous,Superior
Ice Shot,skill,no,Anomalous,Divergent
Ice Shot,skill,no,Divergent,Superior
Ice Shot,skill,no,Divergent,Anomalous
Ice Spear,skill,no,Superior,Anomalous
Ice Spear,skill,no,Superior,Divergent
Ice Spear,skill,no,Superior,Phantasmal
Ice Spear,skill,no,Anomalous,Superior
Ice Spear,skill,no,Anomalous,Divergent
Ice Spear,skill,no,Anomalous,Phantasmal
Ice Spear,skill,no,Divergent,Superior
Ice Spear,skill,no,Divergent,Anomalous
Ice Spear,skill,no,Divergent,Phantasmal
Ice Spear,skill,no,Phantasmal,Superior
Ice Spear,skill,no,Phantasmal,Anomalous
Ice Spear,skill,no,Phantasmal,Divergent
Ice Trap,skill,no,Superior,Anomalous
Ice Trap,skill,no,Superior,Divergent
Ice Trap,skill,no,Anomalous,Superior
Ice Trap,skill,no,Anomalous,Divergent
Ice Trap,skill,no,Divergent,Superior
Ice Trap,skill,no,Divergent,Anomalous
Icicle Mine,skill,no,Superior,Anomalous
Icicle Mine,skill,no,Superior,Divergent
Icicle Mine,skill,no,Anomalous,Superior
Icicle Mine,skill,no,Anomalous,Divergent
Icicle Mine,skill,no,Divergent,Superior
Icicle Mine,skill,no,Divergent,Anomalous
Ignite Proliferation Support,support,no,Superior,Anomalous
Ignite Proliferation Support,support,no,Superior,Divergent
Ignite Proliferation Support,support,no,Anomalous,Superior
Ignite Proliferation Support,support,no,Anomalous,Divergent
Ignite Proliferation Support,support,no,Divergent,Superior
Ignite Proliferation Support,support,no,Divergent,Anomalous
Immolate Support,support,no,Superior,Anomalous
Immolate Support,support,no,Superior,Divergent
Immolate Support,support,no,Anomalous,Superior
Immolate Support,support,no,Anomalous,Divergent
Immolate Support,support,no,Divergent,Superior
Immolate Support,support,no,Divergent,Anomalous
Immortal Call,skill,no,Superior,Anomalous
Immortal Call,skill,no,Superior,Divergent
Immortal Call,skill,no,Anomalous,Superior
Immortal Call,skill,no,Anomalous,Divergent
Immortal Call,skill,no,Divergent,Superior
Immortal Call,skill,no,Divergent,Anomalous
Impale Support,support,no,Superior,Anomalous
Impale Support,support,no,Superior,Divergent
Impale Support,support,no,Anomalous,Superior
Impale Support,support,no,Anomalous,Divergent
Impale Support,support,no,Divergent,Superior
Impale Support,support,no,Divergent,Anomalous
Impending Doom Support,support,no,Anomalous,Superior
Impending Doom Support,support,no,Anomalous,Divergent
Impending Doom Support,support,no,Superior,Anomalous
Impending Doom Support,support,no,Superior,Divergent
Impending Doom Support,support,no,Divergent,Anomalous
Impending Doom Support,support,no,Divergent,Superior
Incinerate,skill,no,Superior,Anomalous
Incinerate,skill,no,Superior,Divergent
Incinerate,skill,no,Anomalous,Superior
Incinerate,skill,no,Anomalous,Divergent
Incinerate,skill,no,Divergent,Superior
Incinerate,skill,no,Divergent,Anomalous
Increased Area of Effect Support,support,no,Superior,Anomalous
Increased Area of Effect Support,support,no,Superior,Divergent
Increased Area of Effect Support,support,no,Anomalous,Superior
Increased Area of Effect Support,support,no,Anomalous,Divergent
Increased Area of Effect Support,support,no,Divergent,Superior
Increased Area of Effect Support,support,no,Divergent,Anomalous
Increased Critical Damage Support,support,no,Superior,Anomalous
Increased Critical Damage Support,support,no,Superior,Divergent
Increased Critical Damage Support,support,no,Anomalous,Superior
Increased Critical Damage Support,support,no,Anomalous,Divergent
Increased Critical Damage Support,support,no,Divergent,Superior
Increased Critical Damage Support,support,no,Divergent,Anomalous
Increased Critical Strikes Support,support,no,Superior,Anomalous
Increased Critical Strikes Support,support,no,Superior,Divergent
Increased Critical Strikes Support,support,no,Anomalous,Superior
Increased Critical Strikes Support,support,no,Anomalous,Divergent
Increased Critical Strikes Support,support,no,Divergent,Superior
Increased Critical Strikes Support,support,no,Divergent,Anomalous
Increased Duration Support,support,no,Superior,Anomalous
Increased Duration Support,support,no,Superior,Divergent
Increased Duration Support,support,no,Anomalous,Superior
Increased Duration Support,support,no,Anomalous,Divergent
Increased Duration Support,support,no,Divergent,Superior
Increased Duration Support,support,no,Divergent,Anomalous
Infernal Blow,skill,no,Superior,Anomalous
Infernal Blow,skill,no,Superior,Divergent
Infernal Blow,skill,no,Superior,Phantasmal
Infernal Blow,skill,no,Anomalous,Superior
Infernal Blow,skill,no,Anomalous,Divergent
Infernal Blow,skill,no,Anomalous,Phantasmal
Infernal Blow,skill,no,Divergent,Superior
Infernal Blow,skill,no,Divergent,Anomalous
Infernal Blow,skill,no,Divergent,Phantasmal
Infernal Blow,skill,no,Phantasmal,Superior
Infernal Blow,skill,no,Phantasmal,Anomalous
Infernal Blow,skill,no,Phantasmal,Divergent
Infernal Cry,skill,no,Superior,Anomalous
Infernal Cry,skill,no,Superior,Divergent
Infernal Cry,skill,no,Superior,Phantasmal
Infernal Cry,skill,no,Anomalous,Superior
Infernal Cry,skill,no,Anomalous,Divergent
Infernal Cry,skill,no,Anomalous,Phantasmal
Infernal Cry,skill,no,Divergent,Superior
Infernal Cry,skill,no,Divergent,Anomalous
Infernal Cry,skill,no,Divergent,Phantasmal
Infernal Cry,skill,no,Phantasmal,Superior
Infernal Cry,skill,no,Phantasmal,Anomalous
Infernal Cry,skill,no,Phantasmal,Divergent
Infernal Legion Support,support,no,Superior,Anomalous
Infernal Legion Support,support,no,Superior,Divergent
Infernal Legion Support,support,no,Anomalous,Superior
Infernal Legion Support,support,no,Anomalous,Divergent
Infernal Legion Support,support,no,Divergent,Superior
Infernal Legion Support,support,no,Divergent,Anomalous
Infused Channelling Support,support,no,Superior,Anomalous
Infused Channelling Support,support,no,Superior,Divergent
Infused Channelling Support,support,no,Anomalous,Superior
Infused Channelling Support,support,no,Anomalous,Divergent
Infused Channelling Support,support,no,Divergent,Superior
Infused Channelling Support,support,no,Divergent,Anomalous
Innervate Support,support,no,Superior,Anomalous
Innervate Support,support,no,Superior,Divergent
Innervate Support,support,no,Anomalous,Superior
Innervate Support,support,no,Anomalous,Divergent
Innervate Support,support,no,Divergent,Superior
Innervate Support,support,no,Divergent,Anomalous
Inspiration Support,support,no,Superior,Anomalous
Inspiration Support,support,no,Superior,Divergent
Inspiration Support,support,no,Anomalous,Superior
Inspiration Support,support,no,Anomalous,Divergent
Inspiration Support,support,no,Divergent,Superior
Inspiration Support,support,no,Divergent,Anomalous
Intensify Support,support,no,Superior,Anomalous
Intensify Support,support,no,Superior,Divergent
Intensify Support,support,no,Superior,Phantasmal
Intensify Support,support,no,Anomalous,Superior
Intensify Support,support,no,Anomalous,Divergent
Intensify Support,support,no,Anomalous,Phantasmal
Intensify Support,support,no,Divergent,Superior
Intensify Support,support,no,Divergent,Anomalous
Intensify Support,support,no,Divergent,Phantasmal
Intensify Support,support,no,Phantasmal,Superior
Intensify Support,support,no,Phantasmal,Anomalous
Intensify Support,support,no,Phantasmal,Divergent
Intimidating Cry,skill,no,Superior,Anomalous
Intimidating Cry,skill,no,Superior,Divergent
Intimidating Cry,skill,no,Superior,Phantasmal
Intimidating Cry,skill,no,Anomalous,Superior
Intimidating Cry,skill,no,Anomalous,Divergent
Intimidating Cry,skill,no,Anomalous,Phantasmal
Intimidating Cry,skill,no,Divergent,Superior
Intimidating Cry,skill,no,Divergent,Anomalous
Intimidating Cry,skill,no,Divergent,Phantasmal
Intimidating Cry,skill,no,Phantasmal,Superior
Intimidating Cry,skill,no,Phantasmal,Anomalous
Intimidating Cry,skill,no,Phantasmal,Divergent
Intuitive Link,skill,no,Superior,Anomalous
Intuitive Link,skill,no,Superior,Divergent
Intuitive Link,skill,no,Anomalous,Superior
Intuitive Link,skill,no,Anomalous,Divergent
Intuitive Link,skill,no,Divergent,Superior
Intuitive Link,skill,no,Divergent,Anomalous
Iron Grip Support,support,no,Superior,Anomalous
Iron Grip Support,support,no,Superior,Divergent
Iron Grip Support,support,no,Anomalous,Superior
Iron Grip Support,support,no,Anomalous,Divergent
Iron Grip Support,support,no,Divergent,Superior
Iron Grip Support,support,no,Divergent,Anomalous
Iron Will Support,support,no,Superior,Anomalous
Iron Will Support,support,no,Superior,Divergent
Iron Will Support,support,no,Anomalous,Superior
Iron Will Support,support,no,Anomalous,Divergent
Iron Will Support,support,no,Divergent,Superior
Iron Will Support,support,no,Divergent,Anomalous
Kinetic Blast,skill,no,Superior,Anomalous
Kinetic Blast,skill,no,Superior,Divergent
Kinetic Blast,skill,no,Anomalous,Superior
Kinetic Blast,skill,no,Anomalous,Divergent
Kinetic Blast,skill,no,Divergent,Superior
Kinetic Blast,skill,no,Divergent,Anomalous
Kinetic Bolt,skill,no,Superior,Anomalous
Kinetic Bolt,skill,no,Superior,Divergent
Kinetic Bolt,skill,no,Anomalous,Superior
Kinetic Bolt,skill,no,Anomalous,Divergent
Kinetic Bolt,skill,no,Divergent,Superior
Kinetic Bolt,skill,no,Divergent,Anomalous
Knockback Support,support,no,Superior,Anomalous
Knockback Support,support,no,Superior,Divergent
Knockback Support,support,no,Anomalous,Superior
Knockback Support,support,no,Anomalous,Divergent
Knockback Support,support,no,Divergent,Superior
Knockback Support,support,no,Divergent,Anomalous
Lacerate,skill,no,Superior,Anomalous
Lacerate,skill,no,Superior,Divergent
Lacerate,skill,no,Anomalous,Superior
Lacerate,skill,no,Anomalous,Divergent
Lacerate,skill,no,Divergent,Superior
Lacerate,skill,no,Divergent,Anomalous
Lancing Steel,skill,no,Superior,Anomalous
Lancing Steel,skill,no,Superior,Divergent
Lancing Steel,skill,no,Superior,Phantasmal
Lancing Steel,skill,no,Anomalous,Superior
Lancing Steel,skill,no,Anomalous,Divergent
Lancing Steel,skill,no,Anomalous,Phantasmal
Lancing Steel,skill,no,Divergent,Superior
Lancing Steel,skill,no,Divergent,Anomalous
Lancing Steel,skill,no,Divergent,Phantasmal
Lancing Steel,skill,no,Phantasmal,Superior
Lancing Steel,skill,no,Phantasmal,Anomalous
Lancing Steel,skill,no,Phantasmal,Divergent
Leap Slam,skill,no,Superior,Anomalous
Leap Slam,skill,no,Superior,Divergent
Leap Slam,skill,no,Superior,Phantasmal
Leap Slam,skill,no,Anomalous,Superior
Leap Slam,skill,no,Anomalous,Divergent
Leap Slam,skill,no,Anomalous,Phantasmal
Leap Slam,skill,no,Divergent,Superior
Leap Slam,skill,no,Divergent,Anomalous
Leap Slam,skill,no,Divergent,Phantasmal
Leap Slam,skill,no,Phantasmal,Superior
Leap Slam,skill,no,Phantasmal,Anomalous
Leap Slam,skill,no,Phantasmal,Divergent
Less Duration Support,support,no,Superior,Anomalous
Less Duration Support,support,no,Superior,Divergent
Less Duration Support,support,no,Anomalous,Superior
Less Duration Support,support,no,Anomalous,Divergent
Less Duration Support,support,no,Divergent,Superior
Less Duration Support,support,no,Divergent,Anomalous
Lesser Multiple Projectiles Support,support,no,Superior,Anomalous
Lesser Multiple Projectiles Support,support,no,Superior,Divergent
Lesser Multiple Projectiles Support,support,no,Anomalous,Superior
Lesser Multiple Projectiles Support,support,no,Anomalous,Divergent
Lesser Multiple Projectiles Support,support,no,Divergent,Superior
Lesser Multiple Projectiles Support,support,no,Divergent,Anomalous
Life Gain on Hit Support,support,no,Superior,Anomalous
Life Gain on Hit Support,support,no,Superior,Divergent
Life Gain on Hit Support,support,no,Anomalous,Superior
Life Gain on Hit Support,support,no,Anomalous,Divergent
Life Gain on Hit Support,support,no,Divergent,Superior
Life Gain on Hit Support,support,no,Divergent,Anomalous
Life Leech Support,support,no,Superior,Anomalous
Life Leech Support,support,no,Superior,Divergent
Life Leech Support,support,no,Anomalous,Superior
Life Leech Support,support,no,Anomalous,Divergent
Life Leech Support,support,no,Divergent,Superior
Life Leech Support,support,no,Divergent,Anomalous
Lifetap Support,support,no,Superior,Anomalous
Lifetap Support,support,no,Superior,Divergent
Lifetap Support,support,no,Anomalous,Superior
Lifetap Support,support,no,Anomalous,Divergent
Lifetap Support,support,no,Divergent,Superior
Lifetap Support,support,no,Divergent,Anomalous
Lightning Arrow,skill,no,Superior,Anomalous
Lightning Arrow,skill,no,Superior,Divergent
Lightning Arrow,skill,no,Superior,Phantasmal
Lightning Arrow,skill,no,Anomalous,Superior
Lightning Arrow,skill,no,Anomalous,Divergent
Lightning Arrow,skill,no,Anomalous,Phantasmal
Lightning Arrow,skill,no,Divergent,Superior
Lightning Arrow,skill,no,Divergent,Anomalous
Lightning Arrow,skill,no,Divergent,Phantasmal
Lightning Arrow,skill,no,Phantasmal,Superior
Lightning Arrow,skill,no,Phantasmal,Anomalous
Lightning Arrow,skill,no,Phantasmal,Divergent
Lightning Conduit,skill,no,Superior,Anomalous
Lightning Conduit,skill,no,Superior,Divergent
Lightning Conduit,skill,no,Anomalous,Superior
Lightning Conduit,skill,no,Anomalous,Divergent
Lightning Conduit,skill,no,Divergent,Superior
Lightning Conduit,skill,no,Divergent,Anomalous
Lightning Penetration Support,support,no,Superior,Anomalous
Lightning Penetration Support,support,no,Superior,Divergent
Lightning Penetration Support,support,no,Anomalous,Superior
Lightning Penetration Support,support,no,Anomalous,Divergent
Lightning Penetration Support,support,no,Divergent,Superior
Lightning Penetration Support,support,no,Divergent,Anomalous
Lightning Spire Trap,skill,no,Superior,Anomalous
Lightning Spire Trap,skill,no,Superior,Divergent
Lightning Spire Trap,skill,no,Anomalous,Superior
Lightning Spire Trap,skill,no,Anomalous,Divergent
Lightning Spire Trap,skill,no,Divergent,Superior
Lightning Spire Trap,skill,no,Divergent,Anomalous
Lightning Strike,skill,no,Superior,Anomalous
Lightning Strike,skill,no,Superior,Divergent
Lightning Strike,skill,no,Superior,Phantasmal
Lightning Strike,skill,no,Anomalous,Superior
Lightning Strike,skill,no,Anomalous,Divergent
Lightning Strike,skill,no,Anomalous,Phantasmal
Lightning Strike,skill,no,Divergent,Superior
Lightning Strike,skill,no,Divergent,Anomalous
Lightning Strike,skill,no,Divergent,Phantasmal
Lightning Strike,skill,no,Phantasmal,Superior
Lightning Strike,skill,no,Phantasmal,Anomalous
Lightning Strike,skill,no,Phantasmal,Divergent
Lightning Tendrils,skill,no,Superior,Anomalous
Lightning Tendrils,skill,no,Superior,Divergent
Lightning Tendrils,skill,no,Superior,Phantasmal
Lightning Tendrils,skill,no,Anomalous,Superior
Lightning Tendrils,skill,no,Anomalous,Divergent
Lightning Tendrils,skill,no,Anomalous,Phantasmal
Lightning Tendrils,skill,no,Divergent,Superior
Lightning Tendrils,skill,no,Divergent,Anomalous
Lightning Tendrils,skill,no,Divergent,Phantasmal
Lightning Tendrils,skill,no,Phantasmal,Superior
Lightning Tendrils,skill,no,Phantasmal,Anomalous
Lightning Tendrils,skill,no,Phantasmal,Divergent
Lightning Trap,skill,no,Superior,Anomalous
Lightning Trap,skill,no,Superior,Divergent
Lightning Trap,skill,no,Anomalous,Superior
Lightning Trap,skill,no,Anomalous,Divergent
Lightning Trap,skill,no,Divergent,Superior
Lightning Trap,skill,no,Divergent,Anomalous
Lightning Warp,skill,no,Superior,Anomalous
Lightning Warp,skill,no,Superior,Divergent
Lightning Warp,skill,no,Superior,Phantasmal
Lightning Warp,skill,no,Anomalous,Superior
Lightning Warp,skill,no,Anomalous,Divergent
Lightning Warp,skill,no,Anomalous,Phantasmal
Lightning Warp,skill,no,Divergent,Superior
Lightning Warp,skill,no,Divergent,Anomalous
Lightning Warp,skill,no,Divergent,Phantasmal
Lightning Warp,skill,no,Phantasmal,Superior
Lightning Warp,skill,no,Phantasmal,Anomalous
Lightning Warp,skill,no,Phantasmal,Divergent
